experiment_id,sample_id,flow_id,repeat_id,status,candidate_accepted,readability_variables,readability_loops,readability_conditions,readability_logic_flow,readability_structure,readability_overall,readability_variables_rationale,readability_loops_rationale,readability_conditions_rationale,readability_logic_flow_rationale,readability_structure_rationale,readability_summary,readability_rubric_version,readability_source_sha256,readability_evaluated_at,readability_correctness_assessed,evaluator_id,evaluation_method,original_sloc,recovered_sloc,sloc_ratio,sloc_method
experiment_20260821_162746,p00165,F1,0,PASS,True,3,4,4,4,4,3.8,"Names like sieve, count, low, high readable; arr, T, L, R less descriptive.","Simple for loops, while input loop, clear bounds, clear increments.","Predicates direct, compact ternaries readable, no boolean artifacts.",Straight-line preprocessing then query loop; only minor break path inside input handling.,"Single coherent main, static arrays clear, conventional C organization.",Readable conventional C with modest naming opacity.,source-readability-1-to-5-v1,608814adc06ddd429986cf9adbdf1bc33b639410825b3f2590d7542b5c903a38,2026-08-21T10:26:34.420773+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,33,39,1.1818181818181819,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00165,F2,0,PASS,True,3,4,4,4,4,3.8,"Global names arr,array vague, but local roles mostly simple and scoped.",For and while loops conventional with clear bounds and increments.,"Predicates simple comparisons, readable scanf guards, no boolean noise.","Control flow linear with init then input loop, only minor break path.","Two coherent functions, static tables, conventional C organization.","Readable conventional C, limited mainly by generic data names.",source-readability-1-to-5-v1,0b3d95c85f17f126c5804d2c2bf958c76422598bb82a73484aa9ad8831107b17,2026-08-21T10:26:35.818004+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,33,48,1.4545454545454546,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00327,F1,0,PASS,True,3,4,3,4,4,3.6,"Names A and dp terse; indices i,j,k,len conventional but roles partly implicit.",Nested for loops regular; bounds mostly readable despite dense interval indexing.,Predicates C-like; compound dp bitwise boolean updates reduce clarity.,Straight-line main; no goto noise; dynamic-programming transitions dense.,Coherent single-function C with global arrays; organization clear but undocumented.,"Readable accepted C; structure clear, algorithmic intent obscured by terse names and dense DP updates.",source-readability-1-to-5-v1,6bd757dae8935ad1b8bc27aadf295ac2eaea773a9901a05bb7019267c08a5b1d,2026-08-21T10:26:35.466094+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,26,47,1.8076923076923077,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00327,F3,0,PASS,True,3,4,3,4,4,3.6,"Names n, i, j, k conventional; A, dp terse, roles partly inferable from usage only.","Nested for loops use clear bounds, len/i/k progression recognizable.",Predicates are C-like but dense dp bitwise boolean updates reduce readability.,"Straight-line main, early input exits, no goto or dispatcher noise.","Single coherent C program with globals, initialization, dynamic-programming table organization clear.","Readable accepted C, conventional structure, terse names, dense DP transitions.",source-readability-1-to-5-v1,bd823b33fa1afb373266328839b45d202f055c70c95b42b5bf7b8da3b8e00770,2026-08-21T10:26:36.848775+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,26,49,1.8846153846153846,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00678,B1,0,PASS,True,1,1,1,1,2,1.2,"Names mostly DAT_*, FUN_*, local_*; roles opaque, globals excessive, temporaries noisy.",Loops dominated by nested while(true) dispatch; iteration intent hidden.,"Predicates use magic constants, parity artifacts, duplicated boolean tests; meaning unclear.",Control flow is state-machine obfuscation with dispatcher constants; path tracing very difficult.,"Functions exist with C syntax, but organization remains decompiler-like with global data artifacts.",Very difficult to read; low-level recovery artifacts dominate.,source-readability-1-to-5-v1,f4be28b5ae302145a2745b0a0c490c3f453edf0b3445c429b485ab5d38d33b64,2026-08-21T10:26:36.291663+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,57,420,7.368421052631579,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00678,F1,0,PASS,True,4,5,5,5,4,4.6,"Names mostly clear, though X, Y, V, f, g remain terse.","Loops simple, bounded, idiomatic for input and ternary-search iterations.","Predicates direct, readable, free of low-level boolean artifacts.","Control flow linear, no goto, dispatcher noise absent.","Functions coherent, C organization conventional, globals slightly reduce clarity.","Readable conventional C with clear flow, minor terseness in names.",source-readability-1-to-5-v1,e84ed8922db27d215293ce403b5837375e584a2ded8c79681ddcda9e8b47c964,2026-08-21T10:26:36.583237+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,57,61,1.0701754385964912,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00678,F2,0,PASS,True,4,5,5,5,5,4.8,"Names mostly clear for algorithm roles, though globals N, X, Y, R terse.",Loops simple bounded for-loops with clear indices and iteration counts.,"Predicates direct comparisons, no low-level boolean noise.","Control flow linear, decomposed into f, solve_y, solve_x, main, no goto noise.","Functions coherent, C organization conventional, responsibilities separated.","Readable conventional C with clear nested ternary-search structure, minor naming terseness.",source-readability-1-to-5-v1,0fb8a66666b7c3758e051d2dc6e7d145cbdb8e81d8532dda2dc3bcd5da29e7c9,2026-08-21T10:26:37.039721+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,57,56,0.9824561403508771,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00693,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly meaningful; short indices acceptable; is_p, pat1, str1 less descriptive.","Simple bounded for-loops, clear nesting; scanf break paths mildly obscure counts.","Predicates direct; wildcard match, termination, output tests readable.","Straight-line main loop, no goto; nested matching understandable despite dense loop stack.","Clear structs, globals, helper function; fixed-size buffers reduce polish.","Readable conventional C; minor naming vagueness, input-loop roughness.",source-readability-1-to-5-v1,59d004850ad6cd820cc2a7fcce5dfa75d506f9b05a06a6863ff85881cb5f88ec,2026-08-21T10:26:39.090490+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,59,63,1.0677966101694916,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00693,F2,0,PASS,True,4,5,5,5,5,4.8,Names mostly clear; short loop indices acceptable; matched_p slightly terse.,Simple bounded for loops plus input while loop; state easy follow.,"Predicates direct, readable, low-level artifacts absent.",Straight-line nested matching flow; no goto or dispatcher noise.,"Clear structs, helper function, global arrays; conventional C organization.",Readable conventional C; minor naming terseness only.,source-readability-1-to-5-v1,381717c1478dcaf7e717bea79d584198d5685ab9925b40d036406aca757436fd,2026-08-21T10:26:38.148796+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,59,61,1.0338983050847457,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00693,F3,0,PASS,True,4,4,4,4,4,4.0,"Variables mostly clear, though generic names like str1, str2, str3, val, ans reduce meaning.",Loops are standard for-loops with simple bounds and readable indices.,Conditions are direct comparisons and readable match predicates with little artifact noise.,"Control flow is linear, nested modestly, no goto or dispatcher artifacts.","Types, arrays, helper function, main organization are coherent C-like structure.",Readable conventional C with generic field names limiting clarity.,source-readability-1-to-5-v1,e23dadda083fe93069b7971ba85a251eb0c8f46a68b3df1b15c43dd0a2b59963,2026-08-21T10:26:39.857118+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,59,67,1.1355932203389831,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00788,F1,0,PASS,True,3,4,4,4,4,3.8,"Short names like a, b, c, d, s obscure roles, but scopes stay tight and temporaries stay limited.","Input loop, Euclidean loop, search loop are conventional and easy to follow.","Predicates are mostly direct, though isqrt condition is dense arithmetic.","Straight-line control, nested checks only, no goto or dispatcher noise.","Small helper functions, standard types, coherent C organization.","Readable conventional C, weakened mainly by terse mathematical variable names.",source-readability-1-to-5-v1,8e049385c298e0c04a2296fa2a52ba7af7094fbb927b28f668e77e6572c23bd5,2026-08-21T10:26:40.233450+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,79,48,0.6075949367088608,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00788,F2,0,PASS,True,2,4,4,4,4,3.6,"Helper names clear, but main uses artifact names var_32, var_36, var_40, var_44 hiding roles.","Input loop, binary search loop, denominator loop are conventional, bounded, easy to follow.","Predicates are simple comparisons with no low-level boolean noise, though fraction tests need role names.",Control flow is straight-line structured C with no goto or dispatcher artifacts.,"Program has coherent helper functions and simple C organization, despite weak main variable naming.","Readable structure, clear loops, clear helpers; decompiler-style variable names reduce main logic clarity.",source-readability-1-to-5-v1,4e8cf02bf84dd9182c39dcd8d88336f3ed4931cd40c85cff99897953df294a31,2026-08-21T10:26:40.463322+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,79,56,0.7088607594936709,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00788,F3,0,PASS,True,3,4,4,4,4,3.8,"Names a,b,c,d,val obscure roles, but scope small, temporaries limited.","Input loop, for loop, convergence while recognizable, with clear state updates.","Predicates are direct arithmetic comparisons, though dense expressions reduce readability.","Control flow is structured, no goto noise, one nested infinite loop with explicit break.",Coherent C organization with gcd helper and main processing loop.,"Readable structured C, weakened mainly by cryptic variable names and dense arithmetic.",source-readability-1-to-5-v1,f37f94272406c7953e1a99633f1ef676ea3d7669c857bb9860e6240708093f06,2026-08-21T10:26:41.260453+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,79,53,0.6708860759493671,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00793,B1,0,PASS,True,2,4,3,4,3,3.2,"Names remain decompiler-heavy: DAT_*, FUN_*, param_*, local_* obscure roles despite limited scope.","Loops use normal for/while forms with clear counters, few hidden state changes.","Predicates are mostly simple, but sign helper, negated input check, numeric globals reduce clarity.","Control flow is structured, linear, no goto noise, function calls separate steps cleanly.","Functions are coherent, but raw double arrays, magic constants, global temporaries weaken C-like organization.","Readable recovered C skeleton, still artifact-heavy names and data representation.",source-readability-1-to-5-v1,d74eb73ba3aa8d0ff87aee21451519c6bb98d01307930259ba17a6dffdf7e596,2026-08-21T10:26:41.036430+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,69,102,1.4782608695652173,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00793,F1,0,PASS,True,4,5,4,5,5,4.6,"Names mostly clear: Point, clip_polygon, compute_area, status1; minor terse names: A, B, L1, L2, I, n1.",Loops simple bounded for loops over polygon vertices; state obvious.,"Predicates readable; numeric epsilon, status product compact but understandable.","Control flow linear; no goto, dispatcher noise, or deep nesting.","Well-formed C organization with Point type, helper functions, focused main.",Readable conventional C with clear geometry structure; minor terse geometric temporaries reduce clarity.,source-readability-1-to-5-v1,3047ed4cfc41e2b99ed20a23c12b0db4aa1703ba56fff361bd1340f97d6e4003,2026-08-21T10:26:41.221344+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,69,75,1.0869565217391304,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00793,F2,0,PASS,True,4,5,5,5,5,4.8,"Names mostly clear: Point, clip_polygon, polygon_area; short geometry names like M12, V12 acceptable but terse.","Loops simple bounded for/while forms with clear indices, state.","Predicates readable via s_in, e_in; termination condition explicit.","Control flow linear; no goto, dispatcher noise, tangled branches.","Coherent functions, struct type, localized arrays, conventional C organization.","Readable conventional C with clear geometric structure, minor terse variable naming.",source-readability-1-to-5-v1,9aebe931f7d6071d69867b0372ce43be22a03baac8c2b2d9fbc026451d9109b1,2026-08-21T10:26:42.445702+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,69,74,1.0724637681159421,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00859,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: Edge, parent, rank_arr, root_u, root_v; short p/q acceptable parsing cursors.","Nested loops readable: input cases, edge read, start index, Kruskal scan; state mostly explicit.","Predicates simple: input end, union roots, rank compare, completion check; little boolean noise.","Flow direct: parse, sort, initialize, scan, print; no goto or dispatcher artifacts.","C organization coherent with Edge type, helper functions, globals sized clearly, main logic conventional.","Readable conventional C with clear algorithm shape, minor compact parsing names.",source-readability-1-to-5-v1,95a9ad92ced7a376a6f8ad5b99927e0ab3219542b07f6461fc2f8ce557745127,2026-08-21T10:26:43.598140+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,58,84,1.4482758620689655,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00859,F2,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear; Element fields a/b/c terse, but parent, rank_arr, edges, count, max_w readable.","Loops conventional, bounded, nested state understandable despite repeated initialization inside outer loop.","Predicates simple, direct, low-level artifacts minimal.",Control flow linear; helpers isolate parsing and union-find; no goto or dispatcher noise.,"Functions, globals, struct coherent C organization, though fixed arrays and generic Element reduce clarity.",Readable conventional C; minor terseness in data names and fixed global storage.,source-readability-1-to-5-v1,3f0608307f844bb3a23e1bffa124b85abbe3cff56faabf8d840d2d11d099f78f,2026-08-21T10:26:44.328040+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,58,109,1.8793103448275863,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p00859,F3,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: Edge, parent, rank, edges, root_u; ptr, buf, N, M terse but conventional.","Loops structured, bounded, purpose visible; manual parsing loops repetitive but readable.","Predicates simple, direct; digit checks verbose but understandable.","Control flow linear: read, parse, sort, scan, print; early breaks limited, clear.","Coherent C organization with struct, comparator, union-find helpers, main processing loop.",Readable conventional C with clear algorithm shape; main weakness repetitive manual parsing.,source-readability-1-to-5-v1,571e8a9572da7742978edb6f6b263a25e51a9b7b3969db8cf438c9f5e3936142,2026-08-21T10:26:45.075083+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,58,108,1.8620689655172413,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01315,F1,0,PASS,True,3,4,4,4,4,3.8,"Struct fields f0/f8 plus p/a/b/c/d/e/x/y/z obscure roles, but name/items/temp are clear.","Input, bubble sort, output loops are conventional, bounded, easy to follow.","Scan guards, ordering checks, tie-break predicate are readable with minor swap flag artifact.","Straight-line main loop with breaks only on input failure, no goto or dispatcher noise.","Simple Item type, static array, coherent C organization, though all logic remains in main.","Readable conventional C overall, weakened mainly by cryptic recovered variable and field names.",source-readability-1-to-5-v1,f072a996b02e00d3a38f25d7fb8599da3fbb653d7e6d886b3f5d045fcb22b70c,2026-08-21T10:26:44.807974+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,49,49,1.0,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01315,F2,0,PASS,True,3,4,4,4,4,3.8,"Element fields f0 and f1 plus x1..x6,y1..y3 obscure roles, but name, elements, temp, cmp are understandable.","Input, bubble sort, output loops use conventional for/while structure with clear indices.","scanf checks, comparison branches, tie-break predicate are readable with little boolean noise.","Control flow is linear: read records, sort, print; only early break on failed input adds minor ambiguity.","Struct, global array, compare, swap, main form coherent C organization despite opaque field meanings.","Readable conventional C with clear structure, weakened mainly by unnamed numeric fields and input temporaries.",source-readability-1-to-5-v1,5ac8587dec512c779dd244c191688b23efcf91b7549f73a8dd8eb48a37791aaa,2026-08-21T10:26:45.718535+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,49,52,1.0612244897959184,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01315,F3,0,PASS,True,3,4,4,4,4,3.8,"Mixed names: elements, names clear; val1, val2, a-j obscure; temp variables readable enough.","Straight while input loop, for input loop, bubble-sort loops, output loop; states recognizable.","Input guards, sort predicate, tie check readable; arithmetic predicate lacks named meaning.","Linear main flow: read, sort, print; break on partial input slightly unclear.","Simple struct plus parallel name array coherent, conventional C layout, single main acceptable.","Readable recovered C with clear control flow, weak domain naming.",source-readability-1-to-5-v1,fcb4c002d98bd3896363c35c3d98f13cf0dd53bacdf14b00d1bab7d9e13019c1,2026-08-21T10:26:45.769654+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,49,53,1.0816326530612246,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01687,F1,0,PASS,True,3,3,3,3,4,3.2,"Names mostly role-based, but ret, i, idx, counts obscure intent.","Loop structure recognizable, but sliding index updates via ret hinder tracing.","Predicates explicit, but repeated count limits create dense low-level checks.","Single function flow clear enough, but ret sentinel values complicate branches.","Conventional C layout with globals, one main, simple arrays, no dispatcher noise.","Readable recovered C, but intent hidden by sentinel control and compact character-count logic.",source-readability-1-to-5-v1,ac3a13e8c12cde1892807880eb95a1496fe0fdf5b3b6ecd1e9ad0588e63b379e,2026-08-21T10:26:45.425159+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,61,53,0.8688524590163934,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01687,F2,0,PASS,True,4,5,5,5,5,4.8,"Single buffer name is generic but role, scope clear; no needless temporaries.",No loops; no hidden iteration state.,"Predicates are direct, readable library checks with clear bounds and prefix test.",Straight-line main with simple nested conditionals; no goto or dispatcher noise.,"Compact conventional C with standard headers, one coherent main, clear organization.",Readable conventional C; minor variable naming weakness only.,source-readability-1-to-5-v1,93d1a659ba61b4eeeaa2fe409f0c53adc6a0d26659ca48d9480011dc576a2cd6,2026-08-21T10:26:46.162661+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,61,12,0.19672131147540983,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01766,F1,0,PASS,True,2,4,4,4,3,3.4,"A-E arrays obscure field roles, though max_dist_sq and time_diff help.",Simple bounded for loops make iteration easy to follow.,Predicates are nested but plain comparisons without low-level artifacts.,Straight-line main flow with no goto or dispatcher noise.,"Coherent single-function C, but parallel global arrays weaken structure.","Readable control flow, weak data naming, conventional organization.",source-readability-1-to-5-v1,8344e4a83c15c9496740c575880e6bdeffebfb53545c45770cfa3fc1ebcd3f5b,2026-08-21T10:26:47.136876+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,23,52,2.260869565217391,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01766,F2,0,PASS,True,3,5,4,5,4,4.2,"Variables readable partly; A-E, N, c terse, ans_dist and ans_diff clear.","Loops clear; simple bounded for loops over input, adjacent pairs, output slots.","Conditions readable; predicates direct, tie handling nested but understandable.","Logic flow clear; straight-line main, no goto, no dispatcher noise.","Structure coherent; conventional C main, global arrays simple, no decomposed helper functions.",Readable conventional C; terse domain names reduce clarity.,source-readability-1-to-5-v1,005494127c44e0c424be5e1a6786a6b0c6b39f3a7c261ff847f5a355b590552a,2026-08-21T10:26:49.341145+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,23,39,1.6956521739130435,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01766,F3,0,PASS,True,3,4,4,4,3,3.6,"Arrays A-E obscure roles, though ans_val, ans_time, local dx, dy, dist_sq aid intent.","Simple bounded for-loops with clear indices, no hidden loop state.","Nested predicates readable, mostly direct comparisons, limited boolean noise.","Straight-line main flow, no gotos, only moderate nesting.","Conventional C layout, but parallel global arrays weaken data organization.","Readable conventional C, main weakness vague parallel-array data model.",source-readability-1-to-5-v1,0b7c1cf1cea1ffe2cdf35ff086742eba1a234156a497b19b78512bb339d9d842,2026-08-21T10:26:48.546205+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,23,53,2.3043478260869565,lexical-comment-stripped-nonempty-lines
experiment_20260821_162746,p01970,B2,0,PASS,True,4,5,4,5,5,4.6,"Names mostly clear: is_prime, dp, A, n; A terse but role inferable.","Loops conventional for sieve, input, DP; counters simple.",Predicates readable with direct primality and bounds checks.,"Control flow linear, no gotos, clear phase order.","Coherent C organization with constants, globals, helper functions, main.",Readable conventional C with minor terseness in data naming.,source-readability-1-to-5-v1,cff611bc0d7d098cf6e2b1a054dbf062fbecc4ce7cd3a39568f52c0761182056,2026-08-21T10:26:48.649168+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,42,48,1.1428571428571428,lexical-comment-stripped-nonempty-lines
